month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-12-01,3,Frozen Storage Units,1221598592.0,148348544.0
2024-01-01,4,Laundry Machines,6937662464.0,530971232.0
2024-02-01,4,Laundry Machines,5822240768.0,558482496.0
2024-03-01,4,Laundry Machines,7437758976.0,618365568.0
2024-04-01,4,Laundry Machines,7725190144.0,572680000.0
2024-05-01,4,Laundry Machines,8632375296.0,645038720.0
2024-06-01,4,Laundry Machines,8584832000.0,662486336.0
2024-07-01,4,Laundry Machines,6943595520.0,610982976.0
2024-08-01,4,Laundry Machines,8293854720.0,746001984.0
2024-09-01,4,Laundry Machines,8729454592.0,719030016.0
2024-10-01,4,Laundry Machines,7430349824.0,613263232.0
2024-11-01,4,Laundry Machines,6134942208.0,574579200.0
2024-12-01,4,Laundry Machines,6732620288.0,532083584.0
2024-01-01,5,Dish Cleaning Machines,1755442304.0,214443088.0
2024-02-01,5,Dish Cleaning Machines,1713370240.0,244200784.0
2024-03-01,5,Dish Cleaning Machines,1480396160.0,229286304.0
2024-04-01,5,Dish Cleaning Machines,1556692096.0,211736480.0
2024-05-01,5,Dish Cleaning Machines,1612483968.0,239246640.0
2024-06-01,5,Dish Cleaning Machines,1534907776.0,264430336.0
2024-07-01,5,Dish Cleaning Machines,1547268992.0,248965456.0
2024-08-01,5,Dish Cleaning Machines,1734025088.0,254972448.0
2024-09-01,5,Dish Cleaning Machines,1541842048.0,226140864.0
2024-10-01,5,Dish Cleaning Machines,1443470848.0,220423328.0
2024-11-01,5,Dish Cleaning Machines,1446238976.0,210668640.0
2024-12-01,5,Dish Cleaning Machines,1326075264.0,206135984.0
2024-01-01,6,Microwave Cookers,1434668928.0,188906032.0
2024-02-01,6,Microwave Cookers,1646464640.0,192374784.0
2024-03-01,6,Microwave Cookers,1627476736.0,207892928.0
2024-04-01,6,Microwave Cookers,1464560512.0,191352832.0
2024-05-01,6,Microwave Cookers,1662082560.0,216699088.0
2024-06-01,6,Microwave Cookers,1586806784.0,208285168.0
2024-07-01,6,Microwave Cookers,1631556096.0,206222960.0
2024-08-01,6,Microwave Cookers,1695936000.0,227817120.0
2024-09-01,6,Microwave Cookers,1439472640.0,195685440.0
2024-10-01,6,Microwave Cookers,1524937216.0,198934320.0
2024-11-01,6,Microwave Cookers,1573780992.0,202427904.0
2024-12-01,6,Microwave Cookers,1585461248.0,206577040.0
2024-01-01,7,Kitchen Ventilation Systems,1000000000.0,109901296.0
2024-02-01,7,Kitchen Ventilation Systems,1000000000.0,112815704.0
2024-03-01,7,Kitchen Ventilation Systems,1000000000.0,114081176.0
2024-04-01,7,Kitchen Ventilation Systems,1000000000.0,112746464.0
2024-05-01,7,Kitchen Ventilation Systems,1000000000.0,120987480.0
2024-06-01,7,Kitchen Ventilation Systems,1000000000.0,112046424.0
2024-07-01,7,Kitchen Ventilation Systems,1000000000.0,101118832.0
2024-08-01,7,Kitchen Ventilation Systems,1000000000.0,107085136.0
2024-09-01,7,Kitchen Ventilation Systems,1000000000.0,109518848.0
2024-10-01,7,Kitchen Ventilation Systems,1000000000.0,107448120.0
2024-11-01,7,Kitchen Ventilation Systems,1000000000.0,105543528.0
2024-12-01,7,Kitchen Ventilation Systems,1000000000.0,104459928.0
2024-01-01,8,Integrated Stovetops,1427939200.0,157509584.0
2024-02-01,8,Integrated Stovetops,1842939776.0,216230224.0
2024-03-01,8,Integrated Stovetops,1754975360.0,156649936.0
2024-04-01,8,Integrated Stovetops,1491426944.0,135246960.0
2024-05-01,8,Integrated Stovetops,1651041280.0,142308352.0
2024-06-01,8,Integrated Stovetops,1169573120.0,135343136.0
2024-07-01,8,Integrated Stovetops,1412740864.0,143349248.0
2024-08-01,8,Integrated Stovetops,1384303360.0,145484864.0
2024-09-01,8,Integrated Stovetops,1367645184.0,144066880.0
2024-10-01,8,Integrated Stovetops,1388738560.0,138064880.0
2024-11-01,8,Integrated Stovetops,1233706368.0,138391168.0
2024-12-01,8,Integrated Stovetops,1259091712.0,136498592.0
2024-01-01,9,Cooking Appliances,1602148224.0,141992160.0
2024-02-01,9,Cooking Appliances,1695252864.0,161981312.0
2024-03-01,9,Cooking Appliances,1464599808.0,189111776.0
2024-04-01,9,Cooking Appliances,1633981824.0,144102800.0
2024-05-01,9,Cooking Appliances,1706453120.0,159388400.0
2024-06-01,9,Cooking Appliances,1666900224.0,148563424.0
2024-07-01,9,Cooking Appliances,1799028224.0,159216272.0
2024-08-01,9,Cooking Appliances,1569865344.0,164482464.0
2024-09-01,9,Cooking Appliances,1453587968.0,174293792.0
2024-10-01,9,Cooking Appliances,1596965376.0,172935760.0
2024-11-01,9,Cooking Appliances,1590936832.0,165634528.0
2024-12-01,9,Cooking Appliances,1606915712.0,162899824.0
2024-01-01,10,Baking Ovens,1516510464.0,116230840.0
2024-02-01,10,Baking Ovens,1528895744.0,122196912.0
2024-03-01,10,Baking Ovens,1403127168.0,120688264.0
2024-04-01,10,Baking Ovens,1569422976.0,105944560.0
2024-05-01,10,Baking Ovens,1335370112.0,111506072.0
2024-06-01,10,Baking Ovens,1188779392.0,105375280.0
2024-07-01,10,Baking Ovens,1317374464.0,126197712.0
2024-08-01,10,Baking Ovens,1574075904.0,119777136.0
2024-09-01,10,Baking Ovens,1518159616.0,142669648.0
2024-10-01,10,Baking Ovens,1304148992.0,138275088.0
2024-11-01,10,Baking Ovens,1602352896.0,131502504.0
2024-12-01,10,Baking Ovens,1285441280.0,146480528.0
2024-01-01,11,Climate Control Units,1000000000.0,147004416.0
2024-02-01,11,Climate Control Units,1000000000.0,149137232.0
2024-03-01,11,Climate Control Units,1000000000.0,138675584.0
2024-04-01,11,Climate Control Units,1000000000.0,146464752.0
2024-05-01,11,Climate Control Units,1000000000.0,136539600.0
2024-06-01,11,Climate Control Units,1000000000.0,151224176.0
2024-07-01,11,Climate Control Units,1000000000.0,137918944.0
2024-08-01,11,Climate Control Units,1000000000.0,147795664.0
2024-09-01,11,Climate Control Units,1000000000.0,140063936.0
2024-10-01,11,Climate Control Units,1000000000.0,144975712.0
2024-11-01,11,Climate Control Units,1000000000.0,130021264.0
2024-12-01,11,Climate Control Units,1000000000.0,147826688.0
2024-01-01,13,Digital Tablets,3151387136.0,453515392.0
2024-02-01,13,Digital Tablets,3496853248.0,451348320.0
2024-03-01,13,Digital Tablets,3512483840.0,441172960.0
2024-04-01,13,Digital Tablets,3149288704.0,389627680.0
2024-05-01,13,Digital Tablets,3410499584.0,432006624.0
2024-06-01,13,Digital Tablets,2665258496.0,377745536.0
2024-07-01,13,Digital Tablets,2483767808.0,359929312.0
2024-08-01,13,Digital Tablets,2576953344.0,346304768.0
2024-09-01,13,Digital Tablets,3052116992.0,427575648.0
2024-10-01,13,Digital Tablets,3056809216.0,450351872.0
2024-11-01,13,Digital Tablets,3316862720.0,454362368.0
2024-12-01,13,Digital Tablets,2903597312.0,391858688.0
2024-01-01,14,Display Screens,1555457792.0,616609536.0
2024-02-01,14,Display Screens,1363264768.0,625442624.0
2024-03-01,14,Display Screens,1424831616.0,573163392.0
2024-04-01,14,Display Screens,1439814912.0,517191168.0
2024-05-01,14,Display Screens,1627916416.0,516653344.0
2024-06-01,14,Display Screens,1507288832.0,584087360.0
2024-07-01,14,Display Screens,1686225152.0,628702272.0
2024-08-01,14,Display Screens,1642780160.0,497200256.0
2024-09-01,14,Display Screens,1526697600.0,481298144.0
2024-10-01,14,Display Screens,1438352000.0,542454976.0
2024-11-01,14,Display Screens,1395003136.0,502449376.0
2024-12-01,14,Display Screens,1463909760.0,546425280.0
2024-01-01,15,Mobile Phones & Refurbished Devices,37637648384.0,2256734464.0
2024-02-01,15,Mobile Phones & Refurbished Devices,41331843072.0,2298971648.0
2024-03-01,15,Mobile Phones & Refurbished Devices,35013849088.0,2023138688.0
2024-04-01,15,Mobile Phones & Refurbished Devices,44614627328.0,2094329088.0
2024-05-01,15,Mobile Phones & Refurbished Devices,35808845824.0,1805741312.0
2024-06-01,15,Mobile Phones & Refurbished Devices,35596070912.0,2225148672.0
2024-07-01,15,Mobile Phones & Refurbished Devices,38208688128.0,2498004992.0
2024-08-01,15,Mobile Phones & Refurbished Devices,44529913856.0,2417713920.0
2024-09-01,15,Mobile Phones & Refurbished Devices,39521800192.0,2304452608.0
2024-10-01,15,Mobile Phones & Refurbished Devices,43898015744.0,2301213696.0
2024-11-01,15,Mobile Phones & Refurbished Devices,36352618496.0,2057425536.0
2024-12-01,15,Mobile Phones & Refurbished Devices,37993967616.0,2326928896.0
2024-01-01,16,Flat-Screen TVs,9511605248.0,752001984.0
2024-02-01,16,Flat-Screen TVs,12152275968.0,999686080.0
2024-03-01,16,Flat-Screen TVs,11888838656.0,1065476800.0
2024-04-01,16,Flat-Screen TVs,10447203328.0,983275072.0
2024-05-01,16,Flat-Screen TVs,11278239744.0,864775296.0
2024-06-01,16,Flat-Screen TVs,9543585792.0,668402368.0
2024-07-01,16,Flat-Screen TVs,9451465728.0,880797504.0
2024-08-01,16,Flat-Screen TVs,10692854784.0,1171316736.0
2024-09-01,16,Flat-Screen TVs,12225012736.0,1153832448.0
2024-10-01,16,Flat-Screen TVs,10672033792.0,1032482240.0
2024-11-01,16,Flat-Screen TVs,10616357888.0,1079796480.0
2024-12-01,16,Flat-Screen TVs,10295990272.0,880656512.0
2024-01-01,17,Floor Cleaning Devices,4191937024.0,649626688.0
2024-02-01,17,Floor Cleaning Devices,4100949760.0,729724160.0
2024-03-01,17,Floor Cleaning Devices,4796309504.0,720031232.0
2024-04-01,17,Floor Cleaning Devices,4813619712.0,807742784.0
2024-05-01,17,Floor Cleaning Devices,4919632896.0,814869248.0
2024-06-01,17,Floor Cleaning Devices,5013718528.0,776955136.0
2024-07-01,17,Floor Cleaning Devices,4947600384.0,809632320.0
2024-08-01,17,Floor Cleaning Devices,4776706560.0,654185152.0
2024-09-01,17,Floor Cleaning Devices,4420598784.0,679910720.0
2024-10-01,17,Floor Cleaning Devices,4542948352.0,688103424.0
2024-11-01,17,Floor Cleaning Devices,5034057216.0,716680064.0
2024-12-01,17,Floor Cleaning Devices,4394359808.0,737898560.0
2024-01-01,18,Fabric Care Appliances,1636352512.0,244778352.0
2024-02-01,18,Fabric Care Appliances,1467658752.0,160255984.0
2024-03-01,18,Fabric Care Appliances,1425416320.0,219110960.0
2024-04-01,18,Fabric Care Appliances,1528579200.0,191974832.0
2024-05-01,18,Fabric Care Appliances,1500265984.0,201991600.0
2024-06-01,18,Fabric Care Appliances,1653131264.0,239836080.0
2024-07-01,18,Fabric Care Appliances,1223369216.0,231440352.0
2024-08-01,18,Fabric Care Appliances,1376934272.0,233223232.0
2024-09-01,18,Fabric Care Appliances,1529135232.0,239452208.0
2024-10-01,18,Fabric Care Appliances,1333531264.0,240591360.0
2024-11-01,18,Fabric Care Appliances,1688364928.0,285805184.0
2024-12-01,18,Fabric Care Appliances,1483317248.0,289674784.0
2024-01-01,19,Electric Cookware,1000000000.0,146324720.0
2024-02-01,19,Electric Cookware,1000000000.0,153179728.0
2024-03-01,19,Electric Cookware,1000000000.0,136985536.0
2024-04-01,19,Electric Cookware,1000000000.0,153283168.0
2024-05-01,19,Electric Cookware,1000000000.0,153514448.0
2024-06-01,19,Electric Cookware,1000000000.0,136296512.0
2024-07-01,19,Electric Cookware,1000000000.0,146640064.0
2024-08-01,19,Electric Cookware,1000000000.0,149098096.0
2024-09-01,19,Electric Cookware,1000000000.0,147452480.0
2024-10-01,19,Electric Cookware,1000000000.0,148927824.0
2024-11-01,19,Electric Cookware,1000000000.0,147587728.0
2024-12-01,19,Electric Cookware,1000000000.0,135264512.0
2024-01-01,21,Smart Wearables,2452112896.0,213634928.0
2024-02-01,21,Smart Wearables,2603105280.0,240221504.0
2024-03-01,21,Smart Wearables,2616204288.0,211075632.0
2024-04-01,21,Smart Wearables,2570127872.0,183426992.0
2024-05-01,21,Smart Wearables,2498952960.0,230870864.0
2024-06-01,21,Smart Wearables,2373821440.0,215963456.0
2024-07-01,21,Smart Wearables,2533963520.0,183266720.0
2024-08-01,21,Smart Wearables,2354317568.0,167701568.0
2024-09-01,21,Smart Wearables,2331347200.0,189736544.0
2024-10-01,21,Smart Wearables,2561376000.0,211304256.0
2024-11-01,21,Smart Wearables,2367629056.0,186365744.0
2024-12-01,21,Smart Wearables,2283951360.0,190864944.0
2024-01-01,23,Hot Beverage Machines,1630536576.0,290353184.0
2024-02-01,23,Hot Beverage Machines,1532807680.0,340343136.0
2024-03-01,23,Hot Beverage Machines,1526943232.0,335799072.0
2024-04-01,23,Hot Beverage Machines,1408591744.0,276643200.0
2024-05-01,23,Hot Beverage Machines,1533919360.0,318040544.0
2024-06-01,23,Hot Beverage Machines,1532920832.0,298751296.0
2024-07-01,23,Hot Beverage Machines,1446106240.0,291837728.0
2024-08-01,23,Hot Beverage Machines,1405459200.0,304932736.0
2024-09-01,23,Hot Beverage Machines,1449722240.0,298363008.0
2024-10-01,23,Hot Beverage Machines,1502095104.0,287040096.0
2024-11-01,23,Hot Beverage Machines,1412689024.0,280908416.0
2024-12-01,23,Hot Beverage Machines,1525835520.0,292010080.0
2024-01-01,26,Kitchen Prep Appliances,1542875904.0,214666624.0
2024-02-01,26,Kitchen Prep Appliances,1501248384.0,224303168.0
2024-03-01,26,Kitchen Prep Appliances,1544293760.0,279169216.0
2024-04-01,26,Kitchen Prep Appliances,1720904832.0,216886784.0
2024-05-01,26,Kitchen Prep Appliances,1550595200.0,241534080.0
2024-06-01,26,Kitchen Prep Appliances,1594770432.0,248790176.0
2024-07-01,26,Kitchen Prep Appliances,1580296064.0,238935712.0
2024-08-01,26,Kitchen Prep Appliances,1710268672.0,259153312.0
2024-09-01,26,Kitchen Prep Appliances,1454679296.0,263348800.0
2024-10-01,26,Kitchen Prep Appliances,1604501120.0,232582576.0
2024-11-01,26,Kitchen Prep Appliances,1302040832.0,213110608.0
2024-12-01,26,Kitchen Prep Appliances,1692785920.0,256442928.0
2024-01-01,27,Electric Razors,1000000000.0,270402368.0
2024-02-01,27,Electric Razors,1000000000.0,267996784.0
2024-03-01,27,Electric Razors,1000000000.0,248268176.0
2024-04-01,27,Electric Razors,1000000000.0,272132928.0
2024-05-01,27,Electric Razors,1000000000.0,255716032.0
2024-06-01,27,Electric Razors,1000000000.0,258685248.0
2024-07-01,27,Electric Razors,1000000000.0,249449360.0
2024-08-01,27,Electric Razors,1000000000.0,257432880.0
2024-09-01,27,Electric Razors,1000000000.0,253727216.0
2024-10-01,27,Electric Razors,1000000000.0,252801840.0
2024-11-01,27,Electric Razors,1000000000.0,264288096.0
2024-12-01,27,Electric Razors,1000000000.0,259434992.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,219355536.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,215701888.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,209931520.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,215468688.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,213062736.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,208870224.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,208576912.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,217726720.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,199172000.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,210848016.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,201349072.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,213566608.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,133316224.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,130629848.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,135866992.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,137012704.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,132617992.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,136590464.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,139024496.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,138548608.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,138934944.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,137052928.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,135434256.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,135399280.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,150788240.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,140945408.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,163190224.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,156742208.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,148892848.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,141831440.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,143742880.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,167599920.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,149751360.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,158808176.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,145221136.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,172144336.0
2024-01-01,36,Mice & Keyboards,1534680576.0,446886432.0
2024-02-01,36,Mice & Keyboards,1436080256.0,440250528.0
2024-03-01,36,Mice & Keyboards,1488322816.0,467708096.0
2024-04-01,36,Mice & Keyboards,1463485184.0,430810240.0
2024-05-01,36,Mice & Keyboards,1461006720.0,431353952.0
2024-06-01,36,Mice & Keyboards,1469548416.0,375226144.0
2024-07-01,36,Mice & Keyboards,1467282688.0,422169760.0
2024-08-01,36,Mice & Keyboards,1426454912.0,358400608.0
2024-09-01,36,Mice & Keyboards,1461997696.0,395953248.0
2024-10-01,36,Mice & Keyboards,1507516160.0,420368064.0
2024-11-01,36,Mice & Keyboards,1391599872.0,470716288.0
2024-12-01,36,Mice & Keyboards,1726403968.0,426961568.0
2024-01-01,39,Desktop Computers,1531363328.0,404523040.0
2024-02-01,39,Desktop Computers,1446888832.0,407220160.0
2024-03-01,39,Desktop Computers,1577679872.0,385693056.0
2024-04-01,39,Desktop Computers,1504846208.0,470712736.0
2024-05-01,39,Desktop Computers,1721191296.0,459451104.0
2024-06-01,39,Desktop Computers,1558623104.0,508139648.0
2024-07-01,39,Desktop Computers,1650048640.0,549584896.0
2024-08-01,39,Desktop Computers,1766808448.0,509417376.0
2024-09-01,39,Desktop Computers,1546379392.0,433919264.0
2024-10-01,39,Desktop Computers,1892466944.0,501179680.0
2024-11-01,39,Desktop Computers,1823728640.0,475249120.0
2024-12-01,39,Desktop Computers,1535644160.0,406552992.0
2024-01-01,40,Audio Headsets,2767025920.0,377291424.0
2024-02-01,40,Audio Headsets,2765075712.0,356566816.0
2024-03-01,40,Audio Headsets,4165003520.0,537490624.0
2024-04-01,40,Audio Headsets,4201195264.0,474856800.0
2024-05-01,40,Audio Headsets,3738243584.0,597466432.0
2024-06-01,40,Audio Headsets,3810386432.0,424584128.0
2024-07-01,40,Audio Headsets,4483204608.0,642776128.0
2024-08-01,40,Audio Headsets,3803607296.0,411151840.0
2024-09-01,40,Audio Headsets,3529455872.0,383420864.0
2024-10-01,40,Audio Headsets,3608563712.0,438167648.0
2024-11-01,40,Audio Headsets,3146331136.0,403173920.0
2024-12-01,40,Audio Headsets,3641072640.0,583721792.0
2024-01-01,43,Communication Gadgets,1549181312.0,334643840.0
2024-02-01,43,Communication Gadgets,1758611840.0,352569632.0
2024-03-01,43,Communication Gadgets,1787954048.0,314685376.0
2024-04-01,43,Communication Gadgets,1657090304.0,318829568.0
2024-05-01,43,Communication Gadgets,1667076992.0,247332208.0
2024-06-01,43,Communication Gadgets,1753217152.0,345242400.0
2024-07-01,43,Communication Gadgets,1662345216.0,326348608.0
2024-08-01,43,Communication Gadgets,1680206080.0,338989504.0
2024-09-01,43,Communication Gadgets,1522271744.0,309769344.0
2024-10-01,43,Communication Gadgets,1621391744.0,309769344.0
2024-11-01,43,Communication Gadgets,1520554880.0,349304416.0
2024-12-01,43,Communication Gadgets,1573590272.0,314651520.0
