month,product_group_name,product_group_id,market_revenue,revenue_amazon
2021-09-01,Cooling Systems,2,4027745295.0,391705795.7435039
2021-10-01,Cooling Systems,2,4923261111.0,465242101.2948582
2021-11-01,Cooling Systems,2,7942382220.0,636270854.0757931
2021-12-01,Cooling Systems,2,7826218055.0,705732926.2228289
2022-01-01,Cooling Systems,2,4963367805.0,386339381.2137337
2022-02-01,Cooling Systems,2,6268938426.0,457880707.95358473
2022-03-01,Cooling Systems,2,4944808414.0,355246695.2122196
2022-04-01,Cooling Systems,2,5538105697.0,457227680.9478327
2022-05-01,Cooling Systems,2,6516134449.0,584691722.9318343
2022-06-01,Cooling Systems,2,7324823177.0,673072544.4703788
2022-07-01,Cooling Systems,2,4480181134.0,439327053.9388826
2022-08-01,Cooling Systems,2,4965908169.0,416358949.4444598
2022-09-01,Cooling Systems,2,6396880618.0,480829251.8238096
2022-10-01,Cooling Systems,2,4632823684.0,328705419.62542796
2022-11-01,Cooling Systems,2,5134425887.0,491692848.04345304
2022-12-01,Cooling Systems,2,5516367221.0,535219553.99189836
2023-01-01,Cooling Systems,2,4542215947.0,366376879.92704934
2023-02-01,Cooling Systems,2,7493250615.0,733981087.0977459
2023-03-01,Cooling Systems,2,7861376542.0,597998564.3105685
2023-04-01,Cooling Systems,2,7426079096.0,609158171.4591385
2023-05-01,Cooling Systems,2,7224209524.0,648478719.1331075
2023-06-01,Cooling Systems,2,5501041136.0,512304832.64479
2023-07-01,Cooling Systems,2,7109117393.0,562092684.4390405
2023-08-01,Cooling Systems,2,4463716568.0,332804716.3801988
2023-09-01,Cooling Systems,2,7231641579.0,645053408.560919
2023-10-01,Cooling Systems,2,5539691897.0,539996762.518447
2023-11-01,Cooling Systems,2,6121419202.0,559230522.9312791
2023-12-01,Cooling Systems,2,7009697817.0,534516477.5220812
2024-01-01,Cooling Systems,2,6645516133.0,470597554.8062259
2024-02-01,Cooling Systems,2,7651170015.0,659928916.8437049
2024-03-01,Cooling Systems,2,5361323945.0,469829694.92698205
2024-04-01,Cooling Systems,2,7099826214.0,528450009.2510772
2024-05-01,Cooling Systems,2,7538492147.0,741477605.3046243
2024-06-01,Cooling Systems,2,4861952702.0,385093742.9391367
2024-07-01,Cooling Systems,2,7693790409.0,538800363.2437807
2024-08-01,Cooling Systems,2,5020694466.0,448439580.6043601
2024-09-01,Cooling Systems,2,4426885014.0,321303416.1609629
2024-10-01,Cooling Systems,2,5117105500.0,390291770.3046106
2024-11-01,Cooling Systems,2,4212881629.0,383792902.13862586
2024-12-01,Cooling Systems,2,6687932705.0,539573610.8080157
2025-01-01,Cooling Systems,2,,
2025-02-01,Cooling Systems,2,,
2025-03-01,Cooling Systems,2,,
2025-04-01,Cooling Systems,2,,
2025-05-01,Cooling Systems,2,,
2025-06-01,Cooling Systems,2,,
2025-07-01,Cooling Systems,2,,
2025-08-01,Cooling Systems,2,,
2025-09-01,Cooling Systems,2,,
2025-10-01,Cooling Systems,2,,
2025-11-01,Cooling Systems,2,,
2025-12-01,Cooling Systems,2,,
2019-01-01,Frozen Storage Units,3,1167914918.0,121573487.6421452
2019-02-01,Frozen Storage Units,3,1145064438.0,112288685.81257778
2019-03-01,Frozen Storage Units,3,1105730162.0,116653986.83629085
2019-04-01,Frozen Storage Units,3,1220253878.0,137670185.823334
2019-05-01,Frozen Storage Units,3,1173492793.0,148345521.51809585
2019-06-01,Frozen Storage Units,3,1494269637.0,148196849.62729573
2019-07-01,Frozen Storage Units,3,1838343954.0,209863390.138168
2019-08-01,Frozen Storage Units,3,1126117901.0,101863733.22772653
2019-09-01,Frozen Storage Units,3,1585082340.0,192294097.18598437
2019-10-01,Frozen Storage Units,3,1176683368.0,104897963.00146297
2019-11-01,Frozen Storage Units,3,1655396307.0,172209956.57132477
2019-12-01,Frozen Storage Units,3,1092369423.0,89967092.48043853
2020-01-01,Frozen Storage Units,3,1736491285.0,173149951.35787156
2020-02-01,Frozen Storage Units,3,1705213381.0,172952536.87419176
2020-03-01,Frozen Storage Units,3,1397443916.0,135667462.89190537
2020-04-01,Frozen Storage Units,3,1425127049.0,148547233.19373155
2020-05-01,Frozen Storage Units,3,1928686180.0,220839739.28156528
2020-06-01,Frozen Storage Units,3,1992378168.0,161994786.68623933
2020-07-01,Frozen Storage Units,3,1847143906.0,149096729.03047183
2020-08-01,Frozen Storage Units,3,1821136437.0,226377081.15673038
2020-09-01,Frozen Storage Units,3,1525464683.0,194495907.54839805
2020-10-01,Frozen Storage Units,3,1111091583.0,99226332.2910569
2020-11-01,Frozen Storage Units,3,1044463254.0,99490599.03405626
2020-12-01,Frozen Storage Units,3,1451071541.0,120002547.66158238
2021-01-01,Frozen Storage Units,3,1231420898.0,133237053.7466523
2021-02-01,Frozen Storage Units,3,1190773736.0,99649081.84619474
2021-03-01,Frozen Storage Units,3,1726414924.0,168351270.28150383
2021-04-01,Frozen Storage Units,3,1698397548.0,206234125.1468804
2021-05-01,Frozen Storage Units,3,1838052645.0,180199078.0342904
2021-06-01,Frozen Storage Units,3,1633562694.0,146276378.39842242
2021-07-01,Frozen Storage Units,3,1886159946.0,216068249.03518334
2021-08-01,Frozen Storage Units,3,1597763294.0,192962151.06816053
2021-09-01,Frozen Storage Units,3,1729995029.0,192623063.11863214
2021-10-01,Frozen Storage Units,3,1493192965.0,173362282.54140788
2021-11-01,Frozen Storage Units,3,1360901934.0,128435922.17818798
2021-12-01,Frozen Storage Units,3,1973116817.0,202007954.74093267
2022-01-01,Frozen Storage Units,3,1647895453.0,139618161.3409007
2022-02-01,Frozen Storage Units,3,1352063763.0,130361761.69945934
2022-03-01,Frozen Storage Units,3,1696880762.0,162320445.08989224
2022-04-01,Frozen Storage Units,3,1351192791.0,111862546.00267853
2022-05-01,Frozen Storage Units,3,1277063125.0,107783053.606934
2022-06-01,Frozen Storage Units,3,1792515800.0,203088538.43151173
2022-07-01,Frozen Storage Units,3,1138551811.0,144602392.9053967
2022-08-01,Frozen Storage Units,3,1588818211.0,192001104.68728894
2022-09-01,Frozen Storage Units,3,1324504586.0,131363255.14545515
2022-10-01,Frozen Storage Units,3,1759048613.0,169128430.44773275
2022-11-01,Frozen Storage Units,3,1228640201.0,113873847.72039333
2022-12-01,Frozen Storage Units,3,1051630681.0,100152030.86371519
2023-01-01,Frozen Storage Units,3,1511606814.0,158420519.4135756
2023-02-01,Frozen Storage Units,3,1617284716.0,187065608.95626178
2023-03-01,Frozen Storage Units,3,1689853182.0,167765013.35130417
2023-04-01,Frozen Storage Units,3,1357536633.0,158420363.43753013
2023-05-01,Frozen Storage Units,3,1997209446.0,193102328.63530698
2023-06-01,Frozen Storage Units,3,1818555342.0,221426385.72043034
2023-07-01,Frozen Storage Units,3,1965108000.0,169279853.04561225
2023-08-01,Frozen Storage Units,3,1516163803.0,181260744.50344896
2023-09-01,Frozen Storage Units,3,1527468339.0,153579294.0118371
2023-10-01,Frozen Storage Units,3,1361012992.0,167710560.01370594
2023-11-01,Frozen Storage Units,3,1040102870.0,117006959.67101271
2023-12-01,Frozen Storage Units,3,1824670447.0,156071714.28361243
2024-01-01,Frozen Storage Units,3,1278713358.0,118252570.75110301
2024-02-01,Frozen Storage Units,3,1544266439.0,126115195.02708799
2024-03-01,Frozen Storage Units,3,1547232406.0,133611517.96494329
2024-04-01,Frozen Storage Units,3,1128236039.0,99267165.85751858
2024-05-01,Frozen Storage Units,3,1197451412.0,140147182.05190653
2024-06-01,Frozen Storage Units,3,1219811082.0,145147699.63001966
2024-07-01,Frozen Storage Units,3,1666761411.0,192596613.76455188
2024-08-01,Frozen Storage Units,3,1632594586.0,171337781.79930356
2024-09-01,Frozen Storage Units,3,1716180644.0,184261409.187071
2024-10-01,Frozen Storage Units,3,1845104035.0,168764988.9367533
2024-11-01,Frozen Storage Units,3,1151311713.0,137395598.46540684
2024-12-01,Frozen Storage Units,3,1868161218.0,205837998.7549575
2025-01-01,Frozen Storage Units,3,,
2025-02-01,Frozen Storage Units,3,,
2025-03-01,Frozen Storage Units,3,,
2025-04-01,Frozen Storage Units,3,,
2025-05-01,Frozen Storage Units,3,,
2025-06-01,Frozen Storage Units,3,,
2025-07-01,Frozen Storage Units,3,,
2025-08-01,Frozen Storage Units,3,,
2025-09-01,Frozen Storage Units,3,,
2025-10-01,Frozen Storage Units,3,,
2025-11-01,Frozen Storage Units,3,,
2025-12-01,Frozen Storage Units,3,,
2019-01-01,Laundry Machines,4,7268200855.0,676055858.8054383
2019-02-01,Laundry Machines,4,8012279547.0,715093556.3826818
2019-03-01,Laundry Machines,4,8702623994.0,617848880.1977514
2019-04-01,Laundry Machines,4,6418029871.0,614659736.5073627
2019-05-01,Laundry Machines,4,8297832452.0,626761132.1454278
2019-06-01,Laundry Machines,4,7965852870.0,738850300.9106178
2019-07-01,Laundry Machines,4,8015838088.0,760153031.0159217
2019-08-01,Laundry Machines,4,5216419532.0,367141616.4585289
2019-09-01,Laundry Machines,4,7955523297.0,597371136.1010463
2019-10-01,Laundry Machines,4,6435681525.0,540174119.5081257
2019-11-01,Laundry Machines,4,8302165281.0,783556430.5070908
2019-12-01,Laundry Machines,4,6543740437.0,520076045.77118105
2020-01-01,Laundry Machines,4,5318707138.0,420392597.83092004
2020-02-01,Laundry Machines,4,7763041611.0,644101845.358999
2020-03-01,Laundry Machines,4,5831741331.0,579432417.2846444
2020-04-01,Laundry Machines,4,8263772941.0,587355278.977675
2020-05-01,Laundry Machines,4,5715304530.0,540041525.7099794
2020-06-01,Laundry Machines,4,8268397411.0,694613085.8210243
2020-07-01,Laundry Machines,4,5787641946.0,424588258.294144
2020-08-01,Laundry Machines,4,6993394448.0,602258087.8938043
2020-09-01,Laundry Machines,4,7115898437.0,619386716.6258752
2020-10-01,Laundry Machines,4,7816784541.0,694986352.5130645
2020-11-01,Laundry Machines,4,6163778497.0,520946310.5724238
2020-12-01,Laundry Machines,4,8527204930.0,659575252.583551
2021-01-01,Laundry Machines,4,5096390583.0,492984141.73296326
2021-02-01,Laundry Machines,4,6128772179.0,544879360.7407014
2021-03-01,Laundry Machines,4,8435381391.0,717843774.804603
2021-04-01,Laundry Machines,4,5010914448.0,367857785.4905245
2021-05-01,Laundry Machines,4,8985206453.0,821260242.3855561
2021-06-01,Laundry Machines,4,7293523060.0,711862888.1423827
2021-07-01,Laundry Machines,4,6850146681.0,625372239.5454025
2021-08-01,Laundry Machines,4,8076751011.0,790171893.6997733
2021-09-01,Laundry Machines,4,7768620290.0,550239252.8294472
2021-10-01,Laundry Machines,4,7953664797.0,673282144.1894126
2021-11-01,Laundry Machines,4,6919316378.0,649050164.4395705
2021-12-01,Laundry Machines,4,5586334433.0,459519972.31894386
2022-01-01,Laundry Machines,4,6989125658.0,519191270.2381062
2022-02-01,Laundry Machines,4,5613877232.0,483004041.9644093
2022-03-01,Laundry Machines,4,8168398659.0,601816005.8781784
2022-04-01,Laundry Machines,4,6306316043.0,458398228.6169755
2022-05-01,Laundry Machines,4,8972581941.0,713102720.7310973
2022-06-01,Laundry Machines,4,6448256318.0,563991729.41112
2022-07-01,Laundry Machines,4,5762362348.0,535769406.37084085
2022-08-01,Laundry Machines,4,8099888390.0,775954162.0282111
2022-09-01,Laundry Machines,4,8244686416.0,719668892.3473394
2022-10-01,Laundry Machines,4,5498998997.0,418667698.5428215
2022-11-01,Laundry Machines,4,5033041893.0,387136667.94654745
2022-12-01,Laundry Machines,4,5999164474.0,425501713.0424806
2023-01-01,Laundry Machines,4,7592320037.0,537162865.7860463
2023-02-01,Laundry Machines,4,5104520179.0,464047133.5028912
2023-03-01,Laundry Machines,4,8656615644.0,838072920.3671836
2023-04-01,Laundry Machines,4,8422568086.0,711370719.902693
2023-05-01,Laundry Machines,4,8977370275.0,689487746.9078326
2023-06-01,Laundry Machines,4,8487038971.0,784574707.1371658
2023-07-01,Laundry Machines,4,5137572086.0,474479314.25886035
2023-08-01,Laundry Machines,4,7936694334.0,613599390.4438727
2023-09-01,Laundry Machines,4,7641489176.0,684792784.9358827
2023-10-01,Laundry Machines,4,5970383642.0,559044358.6295933
2023-11-01,Laundry Machines,4,5352790995.0,435398948.0626726
2023-12-01,Laundry Machines,4,7093486708.0,622695036.9768965
2024-01-01,Laundry Machines,4,5361439304.0,494198239.1756187
2024-02-01,Laundry Machines,4,5490570265.0,411745399.08356684
2024-03-01,Laundry Machines,4,7659250017.0,548014535.6388204
2024-04-01,Laundry Machines,4,6509482730.0,602795220.6034154
2024-05-01,Laundry Machines,4,6472093712.0,569549562.2213176
2024-06-01,Laundry Machines,4,5294181832.0,512943354.43856955
2024-07-01,Laundry Machines,4,7353369163.0,680852939.0871775
2024-08-01,Laundry Machines,4,7202402809.0,636164152.3509048
2024-09-01,Laundry Machines,4,5071251405.0,448911820.6757707
2024-10-01,Laundry Machines,4,5770898196.0,512148537.00800544
2024-11-01,Laundry Machines,4,7683068517.0,665984190.4938713
2024-12-01,Laundry Machines,4,7648872469.0,756375019.9462054
2025-01-01,Laundry Machines,4,,
2025-02-01,Laundry Machines,4,,
2025-03-01,Laundry Machines,4,,
2025-04-01,Laundry Machines,4,,
2025-05-01,Laundry Machines,4,,
2025-06-01,Laundry Machines,4,,
2025-07-01,Laundry Machines,4,,
2025-08-01,Laundry Machines,4,,
2025-09-01,Laundry Machines,4,,
2025-10-01,Laundry Machines,4,,
2025-11-01,Laundry Machines,4,,
2025-12-01,Laundry Machines,4,,
2019-01-01,Dish Cleaning Machines,5,1091365619.0,138993803.63619888
2019-02-01,Dish Cleaning Machines,5,1140369529.0,180504613.62379906
2019-03-01,Dish Cleaning Machines,5,1591023621.0,194608155.1382927
2019-04-01,Dish Cleaning Machines,5,1395892510.0,221259972.73704314
2019-05-01,Dish Cleaning Machines,5,1719009810.0,239838801.283283
2019-06-01,Dish Cleaning Machines,5,1550916688.0,252751039.6826059
2019-07-01,Dish Cleaning Machines,5,1651517842.0,258389367.44573525
2019-08-01,Dish Cleaning Machines,5,1858723071.0,270463575.31396323
2019-09-01,Dish Cleaning Machines,5,1777594701.0,275409456.7551298
2019-10-01,Dish Cleaning Machines,5,1867418774.0,281160385.64073116
2019-11-01,Dish Cleaning Machines,5,1432591172.0,228963112.5763575
2019-12-01,Dish Cleaning Machines,5,1135543186.0,140293253.78412837
2020-01-01,Dish Cleaning Machines,5,1435669067.0,180100193.0529287
2020-02-01,Dish Cleaning Machines,5,1482789367.0,210614916.48932725
2020-03-01,Dish Cleaning Machines,5,1151099895.0,193116406.96347377
2020-04-01,Dish Cleaning Machines,5,1333272484.0,204656570.87713426
2020-05-01,Dish Cleaning Machines,5,1835958241.0,262695661.0056203
2020-06-01,Dish Cleaning Machines,5,1474754602.0,216429016.92341283
2020-07-01,Dish Cleaning Machines,5,1778053121.0,300339088.86716324
2020-08-01,Dish Cleaning Machines,5,1427791813.0,218568908.51261222
2020-09-01,Dish Cleaning Machines,5,1116314977.0,180640211.9857502
2020-10-01,Dish Cleaning Machines,5,1690300189.0,208410045.17037818
2020-11-01,Dish Cleaning Machines,5,1796947575.0,223770354.6854315
2020-12-01,Dish Cleaning Machines,5,1655613123.0,245384086.18750352
2021-01-01,Dish Cleaning Machines,5,1955253455.0,314386403.7285838
2021-02-01,Dish Cleaning Machines,5,1384221817.0,230628302.01361236
2021-03-01,Dish Cleaning Machines,5,1517457596.0,224032039.41253784
2021-04-01,Dish Cleaning Machines,5,1473187153.0,218977807.96438798
2021-05-01,Dish Cleaning Machines,5,1796240670.0,221143083.23020047
2021-06-01,Dish Cleaning Machines,5,1924604349.0,300782477.6149472
2021-07-01,Dish Cleaning Machines,5,1586786037.0,245770601.4494192
2021-08-01,Dish Cleaning Machines,5,1988432766.0,297914168.48918283
2021-09-01,Dish Cleaning Machines,5,1771551384.0,285630683.7986019
2021-10-01,Dish Cleaning Machines,5,1755024714.0,290899848.23841417
2021-11-01,Dish Cleaning Machines,5,1186274550.0,187374446.7321099
2021-12-01,Dish Cleaning Machines,5,1372140696.0,165429467.16013747
2022-01-01,Dish Cleaning Machines,5,1387901602.0,192741675.36377084
2022-02-01,Dish Cleaning Machines,5,1954551389.0,275528631.864277
2022-03-01,Dish Cleaning Machines,5,1617404775.0,261027689.66279092
2022-04-01,Dish Cleaning Machines,5,1416817515.0,181452808.03975627
2022-05-01,Dish Cleaning Machines,5,1723816683.0,261011059.75390163
2022-06-01,Dish Cleaning Machines,5,1732175830.0,258176397.90233493
2022-07-01,Dish Cleaning Machines,5,1099891511.0,153688225.28704408
2022-08-01,Dish Cleaning Machines,5,1931331013.0,285972433.57241154
2022-09-01,Dish Cleaning Machines,5,1105141704.0,168241566.57284647
2022-10-01,Dish Cleaning Machines,5,1227901254.0,190125448.01154166
2022-11-01,Dish Cleaning Machines,5,1070992385.0,137094316.41969883
2022-12-01,Dish Cleaning Machines,5,1780218095.0,216601896.32692268
2023-01-01,Dish Cleaning Machines,5,1232808964.0,202539917.39449713
2023-02-01,Dish Cleaning Machines,5,1889519523.0,250945357.34089422
2023-03-01,Dish Cleaning Machines,5,1362329743.0,170783227.5937581
2023-04-01,Dish Cleaning Machines,5,1354906551.0,190445400.63455915
2023-05-01,Dish Cleaning Machines,5,1007557407.0,125481154.81860332
2023-06-01,Dish Cleaning Machines,5,1193275423.0,202308430.83400047
2023-07-01,Dish Cleaning Machines,5,1934243445.0,312184313.9589699
2023-08-01,Dish Cleaning Machines,5,1940460876.0,291572410.8341976
2023-09-01,Dish Cleaning Machines,5,1296068415.0,191039631.84804755
2023-10-01,Dish Cleaning Machines,5,1544142693.0,245582324.66721708
2023-11-01,Dish Cleaning Machines,5,1417595459.0,175764023.63374805
2023-12-01,Dish Cleaning Machines,5,1698755184.0,280000275.8605098
2024-01-01,Dish Cleaning Machines,5,1769739908.0,290865033.74959886
2024-02-01,Dish Cleaning Machines,5,1254930914.0,172223272.80704334
2024-03-01,Dish Cleaning Machines,5,1870230667.0,247571832.4984281
2024-04-01,Dish Cleaning Machines,5,1705082777.0,222315898.37116003
2024-05-01,Dish Cleaning Machines,5,1148129162.0,190751763.85319966
2024-06-01,Dish Cleaning Machines,5,1175265498.0,151722140.12482247
2024-07-01,Dish Cleaning Machines,5,1425662558.0,228556821.3552516
2024-08-01,Dish Cleaning Machines,5,1042907689.0,176279638.25440744
2024-09-01,Dish Cleaning Machines,5,1973851957.0,265929517.93664297
2024-10-01,Dish Cleaning Machines,5,1237983265.0,194731526.31931955
2024-11-01,Dish Cleaning Machines,5,1820893637.0,273661876.9250812
2024-12-01,Dish Cleaning Machines,5,1034821664.0,170177333.4648464
2025-01-01,Dish Cleaning Machines,5,,
2025-02-01,Dish Cleaning Machines,5,,
2025-03-01,Dish Cleaning Machines,5,,
2025-04-01,Dish Cleaning Machines,5,,
2025-05-01,Dish Cleaning Machines,5,,
2025-06-01,Dish Cleaning Machines,5,,
2025-07-01,Dish Cleaning Machines,5,,
2025-08-01,Dish Cleaning Machines,5,,
2025-09-01,Dish Cleaning Machines,5,,
2025-10-01,Dish Cleaning Machines,5,,
2025-11-01,Dish Cleaning Machines,5,,
2025-12-01,Dish Cleaning Machines,5,,
2019-01-01,Microwave Cookers,6,1526642332.0,199232271.5257146
2019-02-01,Microwave Cookers,6,1400541102.0,146037211.35715428
2019-03-01,Microwave Cookers,6,1885301340.0,248205812.55071676
2019-04-01,Microwave Cookers,6,1627023771.0,213828321.1600592
2019-05-01,Microwave Cookers,6,1630498904.0,180240834.56026015
2019-06-01,Microwave Cookers,6,1619248572.0,166044507.9717193
2019-07-01,Microwave Cookers,6,1029043580.0,123552245.31321792
2019-08-01,Microwave Cookers,6,1811749599.0,265178468.8426211
2019-09-01,Microwave Cookers,6,1271372608.0,163193548.80557552
2019-10-01,Microwave Cookers,6,1206215119.0,146908932.2022479
2019-11-01,Microwave Cookers,6,1754467897.0,175872722.7553857
2019-12-01,Microwave Cookers,6,1651122728.0,193543211.9993054
2020-01-01,Microwave Cookers,6,1964999701.0,279868330.6278563
2020-02-01,Microwave Cookers,6,1740948236.0,252610002.1085484
2020-03-01,Microwave Cookers,6,1941783380.0,226265370.36213502
2020-04-01,Microwave Cookers,6,1357975584.0,159539142.7558329
2020-05-01,Microwave Cookers,6,1917512538.0,269731197.8489634
2020-06-01,Microwave Cookers,6,1679836897.0,241127167.63630515
2020-07-01,Microwave Cookers,6,1885544537.0,231390159.61718193
2020-08-01,Microwave Cookers,6,1982378857.0,203918742.61646536
2020-09-01,Microwave Cookers,6,1140521446.0,137086279.61235672
2020-10-01,Microwave Cookers,6,1332537728.0,150146847.62519354
2020-11-01,Microwave Cookers,6,1483447846.0,177144803.9974207
2020-12-01,Microwave Cookers,6,1481178850.0,205687579.94450417
2021-01-01,Microwave Cookers,6,1090212496.0,155047285.04156184
